Order ID,Order Date,Ship Date,Ship Mode,Address,Region,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Quantity,Discount,Buy Price,Price Per Each
115812,2014-06-09,2014-06-14,Standard Class,"Los Angeles, California, United States - 90032",West,BH-11710,Brosina Hoffman,Consumer,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,9,0.2,189.57600000000002,199.0548
115812,2014-06-09,2014-06-14,Standard Class,"Los Angeles, California, United States - 90032",West,BH-11710,Brosina Hoffman,Consumer,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,4,0.2,227.856,244.9452
114412,2017-04-15,2017-04-20,Standard Class,"Concord, North Carolina, United States - 28027",South,AA-10480,Andrew Allen,Consumer,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,3,0.2,5.184000000000001,6.998400000000001
161389,2016-12-05,2016-12-10,Standard Class,"Seattle, Washington, United States - 98103",West,IM-15070,Irene Maddox,Consumer,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,3,0.2,135.99200000000002,180.1894
118983,2015-11-22,2015-11-26,Standard Class,"Fort Worth, Texas, United States - 76106",Central,HP-14815,Harold Pawlan,Home Office,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",5,0.8,13.761999999999997,11.009600000000002
118983,2015-11-22,2015-11-26,Standard Class,"Fort Worth, Texas, United States - 76106",Central,HP-14815,Harold Pawlan,Home Office,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3,0.8,0.8479999999999999,0.4240000000000006
105893,2014-11-11,2014-11-18,Standard Class,"Madison, Wisconsin, United States - 53711",Central,PK-19075,Pete Kriz,Consumer,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",6,0.0,110.98,113.1996
167164,2014-05-13,2014-05-15,Second Class,"West Jordan, Utah, United States - 84084",West,AG-10270,Alejandro Grove,Consumer,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,2,0.0,27.75,32.745
143336,2014-08-27,2014-09-01,Second Class,"San Francisco, California, United States - 94109",West,ZD-21925,Zuschuss Donatelli,Consumer,OFF-AR-10003056,Office Supplies,Art,Newell 341,2,0.0,4.28,5.5212
143336,2014-08-27,2014-09-01,Second Class,"San Francisco, California, United States - 94109",West,ZD-21925,Zuschuss Donatelli,Consumer,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,3,0.2,71.16000000000001,76.497
143336,2014-08-27,2014-09-01,Second Class,"San Francisco, California, United States - 94109",West,ZD-21925,Zuschuss Donatelli,Consumer,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",4,0.2,5.68,7.526
137330,2016-12-09,2016-12-13,Standard Class,"Fremont, Nebraska, United States - 68025",Central,KB-16585,Ken Black,Corporate,OFF-AR-10000246,Office Supplies,Art,Newell 318,7,0.0,2.78,3.5027999999999997
137330,2016-12-09,2016-12-13,Standard Class,"Fremont, Nebraska, United States - 68025",Central,KB-16585,Ken Black,Corporate,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",7,0.0,8.62,10.8612
156909,2017-07-16,2017-07-18,Second Class,"Philadelphia, Pennsylvania, United States - 19140",East,SF-20065,Sandra Flanagan,Consumer,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",2,0.3,35.68599999999999,35.176199999999994
106320,2015-09-25,2015-09-30,Standard Class,"Orem, Utah, United States - 84057",West,EB-13870,Emily Burns,Consumer,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3,0.0,348.21,428.2983
121755,2016-01-16,2016-01-20,Second Class,"Los Angeles, California, United States - 90049",West,EH-13945,Eric Hoffmann,Consumer,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2,0.2,5.824000000000001,7.935200000000001
121755,2016-01-16,2016-01-20,Second Class,"Los Angeles, California, United States - 90049",West,EH-13945,Eric Hoffmann,Consumer,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3,0.0,30.19,34.1147
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,0.5,440.49000000000007,202.62540000000004
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,2,0.7,4.809000000000001,1.2824000000000009
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,FUR-FU-10004849,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",3,0.2,41.400000000000006,46.575
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2,0.2,1.6320000000000001,2.1828
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,0.2,14.384,16.0022
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6,0.7,1.1430000000000002,0.19050000000000022
150630,2015-09-17,2015-09-21,Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,2,0.2,7.88,9.653
107727,2017-10-19,2017-10-23,Second Class,"Houston, Texas, United States - 77095",Central,MA-17560,Matt Abelman,Home Office,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,3,0.2,9.824,13.1396
117590,2016-12-08,2016-12-10,First Class,"Richardson, Texas, United States - 75080",Central,GH-14485,Gene Hale,Corporate,TEC-PH-10004977,Technology,Phones,GE 30524EE4,7,0.2,156.79200000000006,174.43110000000004
117590,2016-12-08,2016-12-10,First Class,"Richardson, Texas, United States - 75080",Central,GH-14485,Gene Hale,Corporate,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,0.6,38.184,8.591399999999993
117415,2015-12-27,2015-12-31,Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",9,0.2,12.592,16.527
117415,2015-12-27,2015-12-31,Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,0.32,177.4664,161.80759999999998
117415,2015-12-27,2015-12-31,Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3,0.3,70.68599999999999,65.637
117415,2015-12-27,2015-12-31,Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,4,0.2,92.792,103.2311
120999,2017-09-10,2017-09-15,Standard Class,"Naperville, Illinois, United States - 60540",Central,LC-16930,Linda Cazamias,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,4,0.2,36.792,40.9311
101343,2016-07-17,2016-07-22,Standard Class,"Los Angeles, California, United States - 90049",West,RA-19885,Ruben Ausman,Corporate,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",2,0.0,38.94,40.88699999999999
139619,2017-09-19,2017-09-23,Standard Class,"Melbourne, Florida, United States - 32935",South,ES-14080,Erin Smith,Corporate,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2,0.2,47.808,52.588800000000006
118255,2016-03-11,2016-03-13,First Class,"Eagan, Minnesota, United States - 55122",Central,ON-18715,Odella Nelson,Corporate,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2,0.0,22.99,32.875699999999995
118255,2016-03-11,2016-03-13,First Class,"Eagan, Minnesota, United States - 55122",Central,ON-18715,Odella Nelson,Corporate,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,0.0,8.73,12.8331
146703,2014-10-20,2014-10-25,Second Class,"Westland, Michigan, United States - 48185",Central,PO-18865,Patrick O'Donnell,Consumer,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4,0.0,52.99,55.1096
169194,2016-06-20,2016-06-25,Standard Class,"Dover, Delaware, United States - 19901",East,LH-16900,Lena Hernandez,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3,0.0,15.0,16.65
169194,2016-06-20,2016-06-25,Standard Class,"Dover, Delaware, United States - 19901",East,LH-16900,Lena Hernandez,Consumer,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,0.0,10.9,13.952000000000002
115742,2015-04-18,2015-04-22,Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,0.0,6.37,9.363900000000001
115742,2015-04-18,2015-04-22,Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,OFF-LA-10002762,Office Supplies,Labels,Avery 485,6,0.0,12.53,18.4191
115742,2015-04-18,2015-04-22,Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,0.0,3.08,4.5584
115742,2015-04-18,2015-04-22,Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",1,0.0,89.99,107.08809999999998
105816,2016-12-11,2016-12-17,Standard Class,"New York City, New York, United States - 10024",East,JM-15265,Janet Molinari,Corporate,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,7,0.0,2.18,3.0738000000000003
105816,2016-12-11,2016-12-17,Standard Class,"New York City, New York, United States - 10024",East,JM-15265,Janet Molinari,Corporate,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,5,0.0,205.99,265.7271
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,6,0.0,34.76,43.449999999999996
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,5,0.0,6.480000000000001,9.590400000000002
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,5,0.1,63.882000000000005,65.30160000000001
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",2,0.0,7.28,10.7744
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2,0.0,15.0,16.65
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4,0.2,12.120000000000001,16.2105
111682,2016-06-17,2016-06-18,First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,0.0,1.68,2.52
135545,2015-11-24,2015-11-30,Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2,0.0,6.99,10.0656
135545,2015-11-24,2015-11-30,Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6,0.2,4.304,5.8642
135545,2015-11-24,2015-11-30,Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,3,0.0,48.91,71.8977
135545,2015-11-24,2015-11-30,Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,4,0.0,19.94,25.523200000000003
164175,2015-04-30,2015-05-05,Standard Class,"Chicago, Illinois, United States - 60610",Central,PS-18970,Paul Stevenson,Home Office,FUR-CH-10001147,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",5,0.3,42.623,39.5785
106376,2014-12-05,2014-12-10,Standard Class,"Gilbert, Arizona, United States - 85234",West,BS-11590,Brendan Sweed,Corporate,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,0.2,139.12800000000001,153.04080000000002
106376,2014-12-05,2014-12-10,Standard Class,"Gilbert, Arizona, United States - 85234",West,BS-11590,Brendan Sweed,Corporate,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,4,0.2,41.992000000000004,57.739000000000004
119823,2016-06-04,2016-06-06,First Class,"Springfield, Virginia, United States - 22153",South,KD-16270,Karen Daniels,Consumer,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,0.0,37.94,55.7718
106075,2016-09-18,2016-09-23,Standard Class,"New York City, New York, United States - 10009",East,HM-14980,Henry MacAllister,Consumer,OFF-BI-10004655,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1,0.2,4.616,6.3469999999999995
114440,2017-09-14,2017-09-17,Second Class,"Jackson, Michigan, United States - 49201",Central,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,0.0,6.349999999999999,9.270999999999999
134026,2015-04-26,2015-05-02,Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,8,0.2,103.99200000000002,89.69310000000002
134026,2015-04-26,2015-05-02,Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,0.2,48.52,49.1265
134026,2015-04-26,2015-05-02,Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,1,0.2,72.784,54.58800000000001
118038,2017-12-09,2017-12-11,First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3,0.8,0.4159999999999999,0.22880000000000023
118038,2017-12-09,2017-12-11,First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",3,0.6,3.236,1.2943999999999998
118038,2017-12-09,2017-12-11,First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3,0.2,9.08,9.988000000000001
147606,2014-11-26,2014-12-01,Second Class,"Houston, Texas, United States - 77070",Central,JE-15745,Joel Eaton,Consumer,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,0.6,3.8600000000000003,0.9649999999999999
127208,2016-06-12,2016-06-15,First Class,"Decatur, Alabama, United States - 35601",South,SC-20770,Stewart Carmichael,Corporate,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0.0,208.16,264.3632
127208,2016-06-12,2016-06-15,First Class,"Decatur, Alabama, United States - 35601",South,SC-20770,Stewart Carmichael,Corporate,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3,0.0,5.580000000000001,8.258400000000002
139451,2014-10-12,2014-10-16,Standard Class,"San Francisco, California, United States - 94122",West,DN-13690,Duane Noonan,Consumer,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5,0.0,2.98,3.8144
139451,2014-10-12,2014-10-16,Standard Class,"San Francisco, California, United States - 94122",West,DN-13690,Duane Noonan,Consumer,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",1,0.0,21.39,27.5931
149734,2015-09-03,2015-09-08,Standard Class,"Durham, North Carolina, United States - 27707",South,JC-16105,Julie Creighton,Corporate,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,7,0.2,28.712000000000007,37.6845
119662,2017-11-13,2017-11-16,First Class,"Chicago, Illinois, United States - 60623",Central,CS-12400,Christopher Schild,Home Office,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,3,0.2,76.792,60.4737
140088,2017-05-28,2017-05-30,Second Class,"Columbia, South Carolina, United States - 29203",South,PO-18865,Patrick O'Donnell,Consumer,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2,0.0,150.98,167.5878
155558,2017-10-26,2017-11-02,Standard Class,"Rochester, Minnesota, United States - 55901",Central,PG-18895,Paul Gonzalez,Consumer,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1,0.0,19.99,26.786599999999996
155558,2017-10-26,2017-11-02,Standard Class,"Rochester, Minnesota, United States - 55901",Central,PG-18895,Paul Gonzalez,Consumer,OFF-LA-10000134,Office Supplies,Labels,Avery 511,2,0.0,3.08,4.5584
159695,2016-04-05,2016-04-10,Second Class,"Houston, Texas, United States - 77095",Central,GM-14455,Gary Mitchum,Home Office,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,7,0.2,22.624000000000002,24.603600000000004
109806,2016-09-17,2016-09-22,Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,3,0.0,6.7,8.911
109806,2016-09-17,2016-09-22,Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,2,0.2,36.792,40.9311
109806,2016-09-17,2016-09-22,Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1,0.0,6.48,9.5904
149587,2015-01-31,2015-02-05,Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,2,0.0,6.48,9.5904
149587,2015-01-31,2015-02-05,Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",3,0.0,17.78,23.2918
149587,2015-01-31,2015-02-05,Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,2,0.0,16.48,24.5552
109484,2017-11-06,2017-11-12,Standard Class,"Portland, Oregon, United States - 97206",West,RB-19705,Roger Barcio,Home Office,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,1,0.7,5.682000000000001,1.894000000000001
161018,2017-11-09,2017-11-11,Second Class,"New York City, New York, United States - 10009",East,PN-18775,Parhena Norris,Home Office,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,7,0.0,13.790000000000001,19.5818
157833,2017-06-17,2017-06-20,First Class,"San Francisco, California, United States - 94122",West,KD-16345,Katherine Ducich,Consumer,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,3,0.2,17.104,23.0904
149223,2016-09-06,2016-09-11,Standard Class,"Saint Paul, Minnesota, United States - 55106",Central,ER-13855,Elpida Rittenbach,Corporate,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,6,0.0,12.979999999999999,16.7442
158568,2016-08-29,2016-09-02,Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,7,0.2,9.232,12.463199999999999
158568,2016-08-29,2016-09-02,Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3,0.2,31.992000000000004,28.3929
158568,2016-08-29,2016-09-02,Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,3,0.8,0.5959999999999999,0.41720000000000024
129903,2016-12-01,2016-12-04,Second Class,"Rochester, Minnesota, United States - 55901",Central,GZ-14470,Gary Zandusky,Consumer,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),4,0.0,5.98,8.9102
156867,2015-11-13,2015-11-17,Standard Class,"Aurora, Colorado, United States - 80013",West,LC-16870,Lena Cacioppo,Consumer,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,6,0.2,39.816,35.3367
156867,2015-11-13,2015-11-17,Standard Class,"Aurora, Colorado, United States - 80013",West,LC-16870,Lena Cacioppo,Consumer,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,0.2,34.12,32.84049999999999
156867,2015-11-13,2015-11-17,Standard Class,"Aurora, Colorado, United States - 80013",West,LC-16870,Lena Cacioppo,Consumer,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",3,0.7,12.294000000000002,3.688200000000002
119004,2017-11-23,2017-11-28,Standard Class,"Charlotte, North Carolina, United States - 28205",South,JM-15250,Janet Martin,Consumer,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,8,0.2,9.264000000000001,11.464200000000002
119004,2017-11-23,2017-11-28,Standard Class,"Charlotte, North Carolina, United States - 28205",South,JM-15250,Janet Martin,Consumer,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,1,0.2,27.992000000000004,30.091400000000004
119004,2017-11-23,2017-11-28,Standard Class,"Charlotte, North Carolina, United States - 28205",South,JM-15250,Janet Martin,Consumer,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,1,0.2,3.3040000000000003,4.377800000000001
129476,2015-10-15,2015-10-20,Standard Class,"Orland Park, Illinois, United States - 60462",Central,PA-19060,Pete Armstrong,Home Office,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,5,0.2,67.992,81.5904
